Datetime,symbol,Close,Shares,Cash,Portfolio_Value,buy_rise_pct,sell_drop_pct
2026-05-13T08:00:00+00:00,NVDA,225.99,4.646624082538836,0.0,1050.0905764129516,11.5,2.5
2026-05-13T08:00:00+00:00,SMH,574.55,1.7650381324293545,0.0,1014.1026589872856,1.0,11.0
2026-05-13T11:00:00+00:00,AAPL,294.0,3.409710870711418,0.0,1002.4549959891568,1.0,6.5
2026-05-13T11:00:00+00:00,AMD,456.484,2.197802197802198,0.0,1003.2615384615384,1.5,6.5
2026-05-13T11:00:00+00:00,GOOG,385.0518,2.518447582427126,0.0,969.7327748192132,7.000000000000001,11.0
2026-05-13T11:00:00+00:00,MSFT,406.45,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T11:00:00+00:00,NVDA,224.9864,4.646624082538836,0.0,1045.4272244837157,11.5,2.5
2026-05-13T11:00:00+00:00,SMH,571.99,1.7650381324293545,0.0,1009.5841613682665,1.0,11.0
2026-05-13T13:30:00+00:00,AAPL,294.6650085449219,3.409710870711418,0.0,1004.722482853893,1.0,6.5
2026-05-13T13:30:00+00:00,AMD,451.8599853515625,2.197802197802198,0.0,993.0988689045332,1.5,6.5
2026-05-13T13:30:00+00:00,GOOG,382.8049926757813,2.518447582427126,0.0,964.074308345355,7.000000000000001,11.0
2026-05-13T13:30:00+00:00,MSFT,402.4200134277344,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T13:30:00+00:00,NVDA,225.8600006103516,4.646624082538836,0.0,1049.486518118296,11.5,2.5
2026-05-13T13:30:00+00:00,SMH,569.0800170898438,1.7650381324293545,0.0,1004.447930567123,1.0,11.0
2026-05-13T13:30:00+00:00,ZSP.TO,111.02999877929688,9.114108538774875,0.0,1011.9394599345536,1.0,1.5
2026-05-13T15:30:00+00:00,AAPL,296.9150085449219,3.409710870711418,0.0,1012.3943323129936,1.0,6.5
2026-05-13T15:30:00+00:00,AMD,447.3200073242188,2.197802197802198,0.0,983.1208952180632,1.5,6.5
2026-05-13T15:30:00+00:00,GOOG,394.6099853515625,2.518447582427126,0.0,993.8045636102464,7.000000000000001,11.0
2026-05-13T15:30:00+00:00,MSFT,405.0450134277344,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T15:30:00+00:00,NVDA,226.9550018310547,4.646624082538836,0.0,1054.5745771608244,11.5,2.5
2026-05-13T15:30:00+00:00,SMH,570.5499877929688,1.7650381324293545,0.0,1007.0424849116926,1.0,11.0
2026-05-13T15:30:00+00:00,ZSP.TO,111.4000015258789,9.114108538774875,0.0,1015.311705126547,1.0,1.5
2026-05-13T17:30:00+00:00,AAPL,300.2952880859375,3.409710870711418,0.0,1023.920108210038,1.0,6.5
2026-05-13T17:30:00+00:00,AMD,451.05999755859375,2.197802197802198,0.0,991.3406539749316,1.5,6.5
2026-05-13T17:30:00+00:00,GOOG,398.8800048828125,2.518447582427126,0.0,1004.5583839756396,7.000000000000001,11.0
2026-05-13T17:30:00+00:00,MSFT,404.7999877929688,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T17:30:00+00:00,NVDA,227.0800018310547,4.646624082538836,0.0,1055.155405171142,11.5,2.5
2026-05-13T17:30:00+00:00,SMH,575.219970703125,1.7650381324293545,0.0,1015.2851828259118,1.0,11.0
2026-05-13T17:30:00+00:00,ZSP.TO,111.9499969482422,9.114108538774875,0.0,1020.3244231017952,1.0,1.5
